date,time,reporter_role,assigned_department,urgency,incident_description
2025-06-15,03:50 PM,Ambulance Dispatcher,Transport,High,Strong coastal winds and brief rain causing GPS dropouts; crew cannot locate rural address. Request radio relay and staging at nearest police post.
2025-06-15,04:10 PM,Ward Clerk - Orthopaedic Ward,Housekeeping Department,Medium,Fresh sheets from laundry arrived with visible stains on two bundles. Request immediate replacement and batch check.
2025-06-15,04:20 PM,Pharmacy In-Charge,Security,Critical,Rear pharmacy door left propped during delivery; unknown person seen near controlled drugs room. Need immediate security check and footage pull.
2025-06-15,04:30 PM,Cashier - Private Wing,IT,High,Payment gateway in Billing returns 502 via firewall; card payments intermittently fail after coastal winds/rain. Review outbound rules and SSL pinning.
2025-06-15,04:35 PM,ICU Medical Officer,Biomedical Engineering,High,ICU syringe pump alarming 'High Occlusion' at low rates; occlusion pressure seems out of spec; please recalibrate.
2025-06-15,04:55 PM,Consultant Liaison Officer,Finance and Account,High,Shared procedure fee split posted 50:50 instead of 60:40; adjust before consultant payout run.
2025-06-15,06:20 PM,Recovery Nurse - OT,Dietary and Food Services,High,Post-op NPO patient received evening tray; update not reflected to kitchen.
2025-06-15,06:25 PM,Catering Supervisor,Facility Management,High,Roofing sheet above kitchen service yard is rattling badly in the wind; screws look loose and sheet could lift.
2025-06-15,07:05 AM,Anaesthesia Registrar,Supply Department,High,"Size L sterile gowns stockout noted at first list; only XL available, affecting donning. Require same-day redistribution or urgent purchase."
2025-06-15,08:00 AM,BMS Operator,Facility Management,Medium,Gen-set day tank level sensor is stuck high causing nuisance alarms and erratic auto-refill commands.
2025-06-15,12:05 PM,Consultant Anaesthetist,Housekeeping Department,High,"After brief heavy rain, mud streaks on pre-op corridor floor. Need rapid mop and disinfect before next patient transfer."
2025-06-15,12:10 PM,OPD Supervisor,Finance and Account,Medium,Brief heavy rain knocked the LankaQR scanner offline; we collected cash for 54 tickets—please reconcile manual log to HIS.
2025-06-15,12:15 PM,Theatre Nurse (Main OT),Biomedical Engineering,Medium,"Main OT ceiling light intermittently flickers during strong winds; check driver, mounting, and earth bonding before evening list."
2025-06-15,12:25 PM,Orthopaedic Clinic Registrar,Reception,Medium,Due to wind and brief heavy rain many late arrivals; request Reception to extend clinic registration cut-off by 30 minutes and notify via PA.
2025-06-16,02:20 PM,Inventory Controller,Supply Department,Medium,"Duplicate GRN posted for glucose strips (GRN 14322 & 14323), system shows inflated stock. Please rectify to prevent false availability."
2025-06-16,02:42 PM,Clinical Pharmacist,Quality Assurance department,High,Near-miss: heparin dose calculated using outdated protocol from shared drive; intercepted before admin. Need QA document control and version management fix.
2025-06-16,08:00 AM,Infection Control Nurse,Quality Assurance department,High,"Hand hygiene audit in ETU at shift change showed 38% compliance, frequent glove-on-touch. Recommend QA-led corrective training and HICC escalation."
2025-06-16,08:30 PM,Matron,Security,High,Repeated reports of a man harassing nurses near the quarters fence after dusk. Request increased patrols and statement taking.
2025-06-16,12:25 PM,Theatre Manager,Human Resources,High,Two anesthesia MOs have overlapping annual leave. Request HR mediation to stagger leave per policy to maintain theatre cover.
2025-06-17,01:15 PM,Laboratory Scientist,IT,High,LIS user roles reset; cannot verify/release results. Started after thunder and a brief outage; need role map restore.
2025-06-17,02:02 PM,Mortuary Attendant,Security,High,Brief storm caused water into mortuary ramp; crowd gathered taking photos. Please restrict access and assist safe movement.
2025-06-17,02:05 PM,Blood Bank Technologist,Biomedical Engineering,Critical,"Blood bank fridge logged temperature spikes during thunder burst; verify sensor calibration, compressor health, and UPS performance; stock at risk."
2025-06-17,02:05 PM,Consultant Paediatrician,Transport,Critical,"Urgent neonate transfer to SCBU; require incubator ambulance, neonatal team, pre-warmed isolette, and rain covers for equipment."
2025-06-17,02:18 PM,NICU Senior House Officer,Facility Management,Critical,Short power flicker caused NICU non-essential lighting to go off; UPS bypass reported a fault and ATS chattered.
2025-06-17,04:20 PM,Physiotherapy Unit Clerk,Reception,Low,Cleaning detour up; patients lost en route to Physio. Reception to station volunteer at lift lobby for one hour to guide.
2025-06-17,05:55 PM,OT Runner,Quality Assurance department,High,"Rainwater flooded staff corridor; trolley with sterile sets splashed at base, not clearly quarantined. QA to trigger product recall and traceability check."
2025-06-17,06:20 PM,Claims Coordinator,Finance and Account,High,Courier delayed; 40 Allianz claims will miss cut-off—please email scans and secure acceptance.
2025-06-17,07:05 PM,Ward Nurse - NICU,IT,Critical,Handheld vitals tablets dropping Wi‑Fi; readings not syncing to EHR. Began after the afternoon storm—AP may have water ingress.
2025-06-17,07:40 AM,Catering Manager,Dietary and Food Services,Medium,Bread delivery cartons soaked in morning squall; request replacements and covered offloading.
2025-06-17,07:40 PM,Duty Matron,Facility Management,High,"Multiple false fire alarms from Ward 7 after the rain; panel shows earth fault, likely water in conduit."
2025-06-17,08:15 AM,OPD Supervisor,Housekeeping Department,High,Morning crowd entered during rain; foyer mats saturated and floor slippery. Need continuous mopping and additional matting.
2025-06-17,08:30 PM,Haematology Registrar,Transport,High,"Platelets needed in OT earlier than planned; arrange validated cooler and runner for direct handover, with temperature log."
2025-06-17,09:05 AM,HR Executive,Finance and Account,Medium,Flooded staff car park led to unplanned night OT for security; include in June payroll with EPF/ETF and confirm cost centre.
2025-06-17,09:10 PM,Night Superintendent of Nursing,Human Resources,High,"Post-thunder downpour, two night-duty nurses were stranded. Please activate monsoon accommodation/transport allowance tonight."
2025-06-17,09:40 AM,Dental Surgeon,Biomedical Engineering,High,Dental chair gives slight tingling on armrest; urgent electrical safety test and earthing verification needed.
2025-06-17,09:50 AM,Paediatric Ward Sister,Reception,Critical,"During thunder and heavy rain, mother with lethargic child entered via foyer; Reception to alert triage and escort to ETU urgently."
2025-06-17,09:55 PM,Security Officer - Ground Floor,Housekeeping Department,Critical,"Water dripping near electrical room corridor; housekeeping needed to contain with buckets, dry floor, and mark hazard until maintenance attends."
2025-06-17,10:25 AM,Ward Clerk - Isolation,Dietary and Food Services,High,Diet trolley wraps wet; ink on special-diet labels smeared; risk of misdelivery.
2025-06-17,12:40 PM,Dialysis Unit Nursing Officer,Supply Department,Critical,AVF needles (16G) delivery delayed by flooded approach roads after the thunder burst. Unit has 6 boxes left—need prioritised dispatch.
2025-06-18,03:30 PM,OPD Manager,Quality Assurance department,Medium,Mid-month survey shows median OPD waiting >3 hours; multiple complaints on token sequence errors. Propose QA-facilitated QI project.
2025-06-18,03:32 PM,Safety Officer,Facility Management,Critical,Fire exit door at Stair C is not self-closing and keeps slamming in the wind; closer failed and latch misaligned.
2025-06-18,05:10 PM,Paediatrics Registrar,Biomedical Engineering,Medium,NICU blender O2/air selector stiff; flow readings drift; request calibration and service.
2025-06-18,05:30 AM,Kitchen Supervisor,Dietary and Food Services,Critical,Drain backflow near veg prep after downpour; foul water close to food areas.
2025-06-18,06:10 AM,Fleet Supervisor,Transport,Medium,"Rear bay of Ambulance 03 damp after heavy pre-dawn rain; door seal leaking. Pull from service, dry/sanitize, and assign backup unit."
2025-06-18,06:35 AM,Stores Manager - Linen,Housekeeping Department,High,"Musty smell and damp patches in linen store after early downpour. Request airing, dehumidifier use, and disinfectant wipe of shelves."
2025-06-18,06:40 AM,IT Officer,Security,High,"Post-downpour, Block B/C CCTV feeds show fogging and outages; stairwell blind spots. Need temporary guards at those points."
2025-06-18,07:10 AM,OPD Cleaner-in-Charge,Facility Management,High,"After the early downpour, the gully by OPD clogged and sewage backed into the staff toilet; strong odour present."
2025-06-18,07:25 PM,Ward Clerk - Medical 4A,Transport,High,Patient on NIV to CT for CTPA; Lift 3 out. Need monitored transfer with portable O2 via service corridor.
2025-06-18,07:40 AM,Administrative Officer,IT,High,Last night’s database backup to DR failed; VPN tunnel to offsite flapped during heavy rain. Please rerun and confirm integrity.
2025-06-18,07:55 AM,Senior Cook,Dietary and Food Services,High,LPG regulator leaking on Line 2; meal production slowed; need spare now.
2025-06-18,08:05 AM,Hospital Administrator,Reception,High,Early downpour delayed staff; OPD counters short-handed. Reception to open backup counter and prioritize elderly/disabled.
2025-06-18,08:10 AM,Biomedical Engineer,Quality Assurance department,Critical,OT HVAC logged humidity >65% during first case; no follow-up action recorded. Potential SSI risk—request QA immediate environmental check and case review.
2025-06-18,08:15 AM,Senior Radiographer - CT,Biomedical Engineering,High,CT injector foot pedal non-responsive after early downpour; suspected water ingress at connector; urgent repair to avoid delays.
2025-06-18,08:20 PM,Lab Technologist - Haematology,Housekeeping Department,Critical,Broken EDTA tube spilled blood in lab corridor; initial containment done. Need full biohazard cleanup and proper waste disposal.
2025-06-18,08:30 AM,Supply Chain Executive,Finance and Account,High,Early-payment discount on SPC invoice expires today; internet was unstable after the downpour—request priority online payment.
2025-06-18,08:35 AM,Laundry Supervisor,Human Resources,High,Attendant slipped on a damp corridor while reporting to duty in the rain. Need guidance on injury-on-duty claim and MC submission.
2025-06-18,08:35 AM,Quality Officer,Supply Department,Critical,"Urgent recall: 22G IV cannula Batch IV22-1805. Require immediate ward sweep, returns, and vendor pickup today."
2025-06-19,02:50 PM,Laboratory Manager,Human Resources,Medium,Locum technologist’s contract ends on 30th; renewal letter not issued. STAT workload rising—please expedite extension.
2025-06-19,10:00 AM,Dialysis Unit Nurse,Transport,Medium,Two dialysis patients awaiting pickup; transport van running late. Request staggered wheelchair moves to avoid missed slots.
2025-06-20,01:05 PM,Radiology Receptionist,Finance and Account,Medium,System froze during the rain burst; CT contrast was billed twice—need credit note and insurer notification.
2025-06-20,01:55 PM,Infection Control Nurse,Transport,Medium,Ambulance decontamination backlog; high humidity slowing drying. Please use UV cabinet and rotate fleet to keep two units ready.
2025-06-20,02:50 PM,Physiotherapy Unit Coordinator,IT,Medium,"Appointment module double‑booked slots; server time drifted, NTP unsynced after power events. Need immediate time sync."
2025-06-20,02:55 PM,Pharmacy Dispenser,Reception,Medium,Patients reaching pharmacy without OPD numbers; Reception to verify registration and reissue missing OPD cards.
2025-06-20,03:05 PM,Mortuary Attendant,Housekeeping Department,Medium,Passing rain washed silt/leaves into clinical waste holding area; access to cages obstructed. Please clear and disinfect path.
2025-06-20,04:22 PM,Health Information Officer,Quality Assurance department,High,"Rainwater seeped into records room; several BHTs on floor damp, covers stained. Need QA to activate records salvage SOP and assess confidentiality risks."
2025-06-20,05:35 PM,"IT Officer, Revenue Cycle",Finance and Account,Critical,"LankaQR deposits from OPD (Rs 187,500) not interfacing to HIS since noon; please create AR suspense and trace with the bank."
2025-06-20,09:12 AM,Anaesthetist - Theatre 2,Facility Management,Critical,AHU condensate drain overflowed into the Theatre 2 ceiling plenum; humidity climbing and drip marks on tiles.
2025-06-20,09:35 PM,On-call Surgeon,Transport,Critical,"Emergency transfer from peripheral hospital for perforated ulcer; need ALS ambulance with suction and two O2 cylinders, ETA adjusted for heavy rain patches."
2025-06-20,09:50 AM,Maintenance Supervisor,Supply Department,High,Chlorine tablets for overhead tank disinfection exhausted; supplier deferred due to passing heavy rain. Need interim stock from alternate source.
2025-06-20,10:20 AM,Hospital Administrator (Procurement),Biomedical Engineering,High,"Ventilator tender query: vendor specifies 16A sockets and 800 VA per unit; need BMEU advice on power, plug type, and UPS compatibility before bid closes."
2025-06-20,11:50 AM,Immunization Clinic Nursing Sister,Security,Medium,Mother reports handbag missing at the vaccination area. Kindly check cameras at the clinic desk and main gate.
2025-06-20,12:05 PM,OPD Sister-in-Charge,Dietary and Food Services,Medium,Lunch packs for clinic patients 25 minutes late due to rain; please adjust dispatching.
2025-06-21,03:05 PM,Medical Laboratory Technologist,Supply Department,High,Haematology printer toner finished; LIS reports are stuck. Please supply correct toner model today.
2025-06-21,05:55 PM,OPD Cashier Lead,Human Resources,Medium,Staff ID 427 clocked repeated late marks due to school drop-offs. Request counseling session before formal discipline.
2025-06-21,07:20 AM,Pharmacy Pharmacist,Transport,High,Pharmacy fridge failed; insulin needs urgent cold-chain move to ward refrigerators. Request ice packs and temperature log sign-off.
2025-06-21,09:00 AM,Nurse - Ward 3A,Dietary and Food Services,Medium,Tamil vegetarian patient served egg; diet card only in Sinhala; need corrected labels/translation.
2025-06-21,10:25 AM,Payroll Officer,Finance and Account,High,Updated PAYE brackets not applied to two junior MOs; June deductions incorrect—recalculate and process arrears.
2025-06-22,01:15 PM,Oncology Day Unit Sister,Quality Assurance department,High,Two vesicant extravasations this week via peripheral lines; vein assessment checklist incompletely filled. Please initiate QA-led cluster review and protocol reinforcement.
2025-06-22,02:30 PM,Consultant Microbiologist,Supply Department,High,Received blood culture bottle packs with wet outer boxes after coastal gusts and rain. Quarantine consignment and arrange replacements.
2025-06-22,03:20 PM,OPD Medical Records Officer,IT,Medium,Document scanners fail to upload PDFs—shared drive quota full; OPD files stuck in staging. Request archiving and quota increase.
2025-06-22,03:45 PM,Physiotherapy Assistant,Biomedical Engineering,Medium,Physio gel warmer overheating; thermostat likely stuck—inspect and calibrate to prevent burns.
2025-06-22,04:28 PM,BMS Technician,Facility Management,High,Chilled Water Pump-2 tripped after a brief outage; delta-T low and wards on Block B are reporting warm rooms.
2025-06-22,05:15 PM,Infection Control Nurse,Security,High,Relative tried to force entry to the Fever Isolation Unit during visiting ban. Need security to block and explain protocol.
2025-06-22,05:50 PM,Ward In-Charge - Isolation (TB-2),Housekeeping Department,High,TB-2 patient discharged. Kindly arrange terminal cleaning with hypochlorite and high-touch surface sterilization before new admission.
2025-06-22,07:45 PM,Canteen Supervisor,Human Resources,High,"With rain-related absences, two staff worked 12+ hours without proper breaks. Please enforce rest periods and process OT per labor regulations."
2025-06-22,09:40 AM,Maintenance Supervisor,Quality Assurance department,High,Medical gas manifold area labels faded/peeled after rain; new staff hesitated during cylinder change. Noncompliance with safety labeling—request QA audit.
2025-06-22,10:30 AM,Medical Clinic Volunteer,Reception,Low,"Humidity causing token tickets to stick, double numbers issued; Reception to switch to manual token sheet and inform counters."
2025-06-22,12:30 PM,OPD Nursing Officer,Biomedical Engineering,High,"OPD ECG trolley earth pin broken; chassis not earthed—please replace plug, perform safety test, and tag."
2025-06-23,02:50 PM,Nephrology Unit Manager,Finance and Account,High,Dialysis consumable budget exceeded due to SPC price revision; request mid-year forecast update before audit committee.
2025-06-23,06:10 PM,NICU Sister-in-Charge,Supply Department,High,Wrong items delivered—adult sheets and large diapers sent to NICU; neonatal sizes pending. Need swap before night shift.
2025-06-23,06:40 AM,Clinical Dietitian,Dietary and Food Services,High,PEG feed blenderisation coarse; equipment blade dull; choking risk for Level-4 diets.
2025-06-23,09:05 AM,"PGIM Trainee Registrar, Paediatrics",Human Resources,Medium,Allowance withheld; HRIS shows incomplete PGIM logbook. I emailed scans last week—please verify and release payment.
2025-06-23,11:05 AM,Consultant Physician,Quality Assurance department,Medium,"Unlabelled sample medicines found in clinic cupboard; not in pharmacy ledger, NMRA compliance issue. Require QA investigation and corrective action."
2025-06-23,11:35 AM,Infection Control Nurse,IT,Low,Antibiotic stewardship dashboard shows stale data; ETL job not running since Sunday. Kindly restart job and reschedule.
2025-06-24,01:25 PM,Radiology MO,Biomedical Engineering,High,"Fluoroscopy bay UPS beeping on bypass since storm; batteries weak—please test, replace, and load-verify."
2025-06-24,01:25 PM,Store Manager,Supply Department,High,Loading Bay B flooded during heavy rain; pallets with IV sets on the floor are wicking water. Need relocation to higher racks and packaging inspection.
2025-06-24,02:10 PM,CT Radiographer,Transport,High,Lift intermittently tripping after thunder; spinal injury to CT. Need scoop stretcher team via ramp and corridor traffic hold.
2025-06-24,02:15 PM,Stores Officer - Food Services,Dietary and Food Services,High,Ceiling drip over cold room shelf; chickpea and milk powder cartons damp; quarantine stock.
2025-06-24,02:56 PM,Antenatal Clinic Sister,Facility Management,Critical,"Ceiling plaster fell in the ANC corridor after the heavy rain; leak at roof joint still active, debris on floor."
2025-06-24,03:40 PM,Coding Officer,Finance and Account,Medium,Agrahara ward claims returned for missing ICD-10 descriptors; need corrected tariffs and a resubmission letter.
2025-06-24,03:40 PM,Ward Sister - Maternity,Housekeeping Department,High,Laundry delivered damp pillowcases with slight odour during busy shift. Request rewash and urgent replacement stock.
2025-06-24,04:55 PM,CSSD Supervisor,Supply Department,Medium,One 5 L povidone-iodine can leaked; soggy carton after the storm. Replace damaged unit and replenish spill kit used.
2025-06-24,05:10 PM,Physiotherapist,Dietary and Food Services,Medium,Cafeteria foyer wet from rain; no mats/signage; near-slip observed.
2025-06-24,05:40 PM,Nephrology MO,IT,Critical,Dialysis chairside charting app not fetching labs; HL7 interface down post‑thunder. Dialysis rounds delayed.
2025-06-24,06:20 AM,"MOIC, ETU",Human Resources,Critical,Pre-dawn heavy rain halted the staff bus on the coastal route. Request emergency taxis and rain-day allowance to maintain ETU coverage.
2025-06-24,06:35 PM,Switchboard Team Lead,Reception,Medium,"Multiple vendors calling to deliver; Reception to coordinate access time slots and direct them to loading bay, not main foyer."
2025-06-24,07:25 PM,Senior Radiographer,Quality Assurance department,Critical,Ceiling leak above radiology waiting; damp near exposed wiring and patient seating. Area closed temporarily—need QA to classify as sentinel hazard and track fixes.
2025-06-24,08:10 PM,Maintenance Supervisor,Security,Medium,Small sedan with dark tints circling staff car park repeatedly; previous week had fuel siphoning. Request plate check and patrol.
2025-06-24,08:45 AM,ENT Clinic Nurse,Reception,High,Heavy rain with thunder led to clinic room shift; patients still at old room. Reception to update locator board and send runner to redirect.
2025-06-24,08:50 AM,ICU Sister,Biomedical Engineering,Medium,ICU wall suction regulators reading low by ~20 mmHg; request bench calibration and leak check.
2025-06-24,09:10 AM,OPD Cashier,Finance and Account,Medium,Handwritten receipts issued 08:45–09:15—please post to ledgers with scans attached.
2025-06-24,09:10 AM,Paediatric OPD Nurse,Housekeeping Department,Critical,"Child slipped on wet stair near Paed OPD after heavy rain. Immediate drying, cones, and non-slip mats required."
2025-06-24,09:25 AM,Radiographer,IT,High,PACS viewer freezing for CT over VPN; latency spikes since the morning heavy rain. Review core switch and QoS for imaging VLAN.
2025-06-24,10:05 AM,Mortuary Attendant,Facility Management,High,Cold Room 1 high head pressure alarm; condenser choked with storm debris and room temp rising.
2025-06-24,11:15 PM,Ambulance Crew - Night,Transport,High,Rear tyre sidewall bulge on Ambulance 05 noted after wet run; vehicle unsafe. Request tyre change and replacement unit activation.
2025-06-25,08:15 AM,Surgical Ward Medical Officer,Supply Department,High,Ceftriaxone 2 g requested but 1 g vials sent in mix; morning post-op doses pending. Need immediate exchange.
2025-06-25,11:18 AM,Infection Control Nurse,Facility Management,High,Isolation Ward negative pressure not holding; exhaust fan belt slipping and supply damper hunting in the wind.
2025-06-25,11:40 AM,"Nurse-in-Charge, ETU",Human Resources,High,Night shift allowance for May is incorrect after roster swap. Please audit and rectify before payroll cutoff.
2025-06-26,03:28 PM,Facilities Engineer,Security,Medium,"During the short rain burst, plant room area crowded; roof access ladder found unlocked. Please secure and post 'No Entry'."
2025-06-26,03:55 PM,Nephrology Nurse Educator,Human Resources,High,"Onboarding packs (ID, email) for three new dialysis nurses still pending; orientation starts tomorrow 8:00 AM."
2025-06-26,05:40 PM,Microbiology Technologist,Transport,Medium,"Category B specimens require hand-carry to reference lab across wing; need triple packaging, cool packs as indicated, and transport sign-offs."
2025-06-26,06:50 PM,Ward 3 Nursing Officer,Facility Management,Medium,Pantry taps showing low chlorine smell and cloudy water after the rain band; please flush tank and adjust dosing.
2025-06-26,07:10 AM,Transport Coordinator,Reception,High,Short intense rain drove private drop-offs to ambulance bay; Reception to place volunteer at porch and redirect vehicles to public drop-off.
2025-06-26,10:02 AM,CSSD Technician,Quality Assurance department,High,"Indicator tape not adhering on wrapped sets due to humidity; IDs handwritten on wrap, traceability compromised. Request QA nonconformance handling and retraining."
2025-06-26,10:45 AM,Diabetes Clinic Nurse,Supply Department,High,Blood glucose strips show humidity indicator pink after the rain band; desiccant saturated. Quarantine and issue fresh stock.
2025-06-26,11:05 AM,Consultant Ophthalmologist,Biomedical Engineering,High,"Eye theatre phaco handpiece overheating alert at low power; check handpiece calibration, cooling, and footswitch cable."
2025-06-26,12:05 PM,Supplies/Inventory Officer,IT,Medium,GRN posting hangs; Finance interface times out—possible DB lock. Began after the noon rain band; need vendor escalation.
2025-06-26,12:30 PM,Facilities Manager,Finance and Account,High,CEFTS downtime blocked today’s payment run; NWSDB bill due—please process manual counter payment to avoid service issues.
2025-06-26,12:45 PM,Catering QA Officer,Dietary and Food Services,Medium,No hot-holding temperature logs for staff cafeteria lunch service today.
2025-06-27,02:05 PM,Medical Records Officer,Human Resources,Medium,Transfer order issued without relocation briefing; staff member is refusing. Please mediate and arrange policy counseling.
2025-06-27,08:50 AM,Clinic Receptionist - Cardiology,IT,Medium,SMS reminders not sending; SMPP credentials expired per logs. Patients arriving without confirmations.
2025-06-27,11:55 AM,eChannelling Desk Coordinator,Finance and Account,Medium,Gateway settlement omits two rescheduled ENT sessions; require adjustment note and consultant fee recalculation.
2025-06-28,01:05 PM,Surgical OPD Medical Officer,Reception,Medium,Post-downpour crowding at information desk for surgical tokens; Reception to open temporary counter and provide bilingual guidance.
2025-06-28,01:30 PM,Maintenance Supervisor,IT,High,Server room humidity at 71% after coastal downpour; two TOR switches show CRC errors. Please inspect fiber and adjust HVAC alarms.
2025-06-28,02:50 PM,OT Technician,Biomedical Engineering,Critical,"Main OT diathermy shows 'Return Electrode Fault' despite new pads; inspect REM circuit, patient plate cable, and earth bonding—procedure on hold."
2025-06-28,02:55 PM,Ambulance Nurse,Quality Assurance department,High,"Heavy coastal downpour left pooling at ambulance bay; stretcher wheels slipped, near-fall. Need QA-led safety walkabout and anti-slip controls."
2025-06-28,03:20 PM,Nursing Officer - Cardiology,Dietary and Food Services,High,Low-salt tray came with katta sambol and pickle; too salty for hypertensive patient.
2025-06-28,03:22 PM,Electrical Supervisor,Facility Management,High,Underground diesel transfer pump overheated and tripped during the afternoon downpour; generator on test could not refuel.
2025-06-28,08:10 AM,OHS & Training Officer,Human Resources,Low,Heavy coastal downpour affected attendance at the mandatory fire-safety drill. Request weekend makeup session and HRIS attendance update.
2025-06-28,09:05 AM,OPD Gatekeeper,Security,Critical,Suspected pickpocket group at the OPD entrance; attendants detained one. Need security custody and inform police per protocol.
2025-06-28,11:35 AM,General Services Officer,Supply Department,Critical,Yellow clinical waste bags nearly out; delivery stuck near Dehiwala due to waterlogging. ETU and theatres will run out by night.
2025-06-28,12:55 PM,Medical Officer - Dialysis Unit,Housekeeping Department,High,"Post-noon downpour left steady drip onto dialysis walkway; need cordon, buckets, and frequent mopping to maintain wheelchair access."
2025-06-29,04:05 PM,Internal Auditor,Finance and Account,Medium,Physiotherapy petty cash shows unsigned chits and missing bills; request finance to initiate CAP and recover advances.
2025-06-29,09:00 AM,Procurement Officer,Supply Department,Medium,Third consecutive week of incomplete suture delivery (3-0 vicryl backorder). Need vendor escalation per SLA and internal redistribution.
2025-06-29,09:30 AM,Finance Assistant (Payroll),Human Resources,High,New admin executive shows EPF/ETF number mismatch with NIC. Please verify employee details before monthly submission.
2025-06-30,04:45 PM,Consultant Surgeon,Human Resources,Medium,"Exit clearance still pending (HR forms, on-call phone handover). Please fast-track to release final salary by month-end."
2025-06-30,09:00 AM,Medical Administrator,Quality Assurance department,Medium,M&M minutes lack action tracking; several last-month items unresolved. Request QA standardize governance templates and follow-ups.
2025-06-30,10:10 AM,Consultant Surgeon - Theatre,IT,High,E‑sign pad not recognized on pre‑op PC after Windows update; driver missing. Need rollback before the noon theatre list.
2025-07-01,06:20 AM,Night Catering Supervisor,Dietary and Food Services,High,Walk-in chiller peaked at 9°C for ~25 minutes during pre-dawn loading; door sweating in high humidity. Need product assessment and discard of high-risk items.
2025-07-01,07:15 AM,OPD Triage Nurse,Housekeeping Department,Medium,High humidity caused condensation; triage bay floor damp and slick. Request dry mopping and wet-floor signs ASAP.
2025-07-01,07:35 AM,Duty Nurse - Medical Ward 3,Facility Management,High,Ceiling fan on female side of Ward 3 emitted burnt smell; MCB in sub-board felt warm. Morning humidity high. Please isolate and inspect.
2025-07-01,07:40 AM,ICU Sister-in-Charge,Security,High,Visitor refusing to wear issued badge attempted to push into ICU citing 'emergency'. Please intercept at ICU foyer and enforce access control.
2025-07-01,07:42 AM,OPD Nursing Officer,Reception,Medium,OPD queue spilled into the car park because only one registration counter opened. Reception did not activate the token system or deploy the float clerk; please open another counter and guide patients to counters 1–3.
2025-07-01,08:10 AM,CSSD Supervisor,Quality Assurance department,High,Multiple chemical indicators failed to change on wrapped sets this morning; ambient humidity was very high. Request QA review of environmental controls and hold-release process.
2025-07-01,08:10 AM,Main Stores Supervisor,Supply Department,Medium,Barcode labels on IV fluid cartons peeling in humidity; picks are mis-scanning. Request waterproof labels and relabel before distribution.
2025-07-01,08:15 AM,NICU Registrar,Transport,High,Request two trained porters and neonatal transport trolley to move ventilated preterm from NICU to CT. Secure portable O2 and monitor; priority access to lift needed.
2025-07-01,08:20 AM,Staff Nurse - Medical Ward 7,Biomedical Engineering,High,"Portable suction unit losing vacuum intermittently; vacuum drops from -500 to -200 mmHg and gauge flickers. Request check of pump, tubing seals, and safety testing."
2025-07-01,08:20 AM,OPD Registration Clerk,IT,High,Two OPD counters show 'Session expired' every 3-4 minutes after HIS login; patient tokens not printing.
2025-07-01,08:35 AM,OPD Cashier,Finance and Account,Medium,"End-of-day HMS shows LKR 5,000 more than physical cash; two manual receipts during a rush weren’t posted. Request Finance to reconcile and adjust Z-report."
2025-07-01,09:15 AM,"Finance Officer, Payroll",Human Resources,Medium,Newly joined OPD cashier’s onboarding is incomplete—EPF/ETF numbers not generated in HRIS. Payroll cut-off is Friday; request HR to finalize records to avoid unpaid wages.
2025-07-02,02:18 PM,Paediatric SHO,Reception,High,Parent calls for NICU were repeatedly routed to Surgical Clinic by switchboard. Extension list appears outdated; request immediate correction and operator refresher.
2025-07-02,05:10 PM,OPD Nurse,Transport,Medium,OPD ramp is wet after drizzle; need wheelchair and porter to escort elderly patient to X‑ray safely. Please arrange return after film.
2025-07-02,05:20 PM,OPD Nursing Officer,Security,Medium,"During light rain, crowded under OPD awning, a visitor reported mobile phone missing. Need CCTV review and assistance to identify suspect loitering near token counter."
2025-07-02,11:40 AM,"Nursing Tutor, School of Nursing",Human Resources,High,Trainee nurse reports repeated hostile remarks from a senior during ward teaching. Request formal HR mediation and guidance on the dignity-at-work policy.
2025-07-03,02:10 PM,OPD Supervisor,Facility Management,High,"During heavy rain, water dripped from OPD registration ceiling near computers; bucket placed and floor slippery. Suspect blocked gutter above."
2025-07-03,02:15 AM,NICU Nurse-in-Charge,Biomedical Engineering,Critical,"Warmer bed B tripped the RCCB twice; power bar feels warm. Please inspect insulation, replace socket if damp, and perform electrical safety test."
2025-07-03,02:25 PM,Housekeeping Supervisor,Quality Assurance department,High,Rainwater tracked into OPD corridor created a slippery patch with no caution signage for ~20 minutes; one visitor slipped (no injury). Please audit safety rounds and signage stock during monsoon.
2025-07-03,02:35 PM,Procurement Assistant,Supply Department,High,Suture consignment for OT delayed; vendor truck held up by afternoon flooding near Baseline Rd. Need emergency split delivery/local hire.
2025-07-03,02:40 PM,Radiographer,IT,Critical,CT images not linking to EHR; PACS interface shows HL7 ACK timeouts. Radiologist cannot finalize reports.
2025-07-03,03:10 PM,Billing Supervisor,Finance and Account,High,Thunderstorm knocked card terminals offline; we used manual imprinter slips for 14 patients. Finance needs to settle with the bank and prevent duplicate charges.
2025-07-03,03:12 PM,Postnatal Ward Nurse,Security,Critical,Code Pink alarm sounded at corridor exit during heavy rain and thunder. Request immediate lockdown of exits and sweep of stairwells.
2025-07-03,03:40 PM,MO ETU,Transport,Critical,Ambulance at side gate held by floodwater; need 4x4 or reroute to main entrance. Patient on oxygen for transfer to NHSL—dispatch support now.
2025-07-03,03:55 PM,ICU Medical Officer,Facility Management,Critical,Two voltage dips on CEB supply after thunder; ICU UPS alarmed. Generator did not transfer—ATS appears in MANUAL. Immediate check needed.
